City,Year,Domestic_Consumption,Industrial_Consumption,Commercial_Consumption,Total_Consumption
Coimbatore,2019,2002,1142,1119,4263
Jabalpur,2017,2208,2776,1487,6471
Hubli,2017,2310,3731,673,6714
Mumbai,2019,815,2350,808,3973
Kota,2018,1244,2199,624,4067
Kota,2018,1874,2220,447,4541
Solapur,2017,1343,4911,783,7037
Navi Mumbai,2018,1753,4050,1906,7709
Vijayawada,2018,564,828,1408,2800
Guwahati,2019,1186,1176,1235,3597
Kolkata,2018,2565,4579,596,7740
Patna,2019,2852,3398,1725,7975
Jaipur,2019,736,4519,1561,6816
Allahabad,2018,2732,1024,640,4396
Navi Mumbai,2017,2189,2006,1905,6100
Aurangabad,2019,1234,1430,1965,4629
Pune,2017,522,1430,382,2334
Gwalior,2017,2326,4620,351,7297
Jodhpur,2017,655,4535,1352,6542
Jaipur,2019,2270,1824,571,4665
Vasai,2018,1432,2960,767,5159
Indore,2019,530,2752,1072,4354
Agra,2018,2772,3904,1196,7872
Amritsar,2018,2286,4789,1429,8504
Bangalore,2019,2761,3600,749,7110
Allahabad,2019,1489,2822,898,5209
Thane,2017,2561,2707,409,5677
Jabalpur,2017,1954,2852,373,5179
Vasai,2019,1593,4629,1398,7620
Madurai,2017,834,2956,1594,5384
Visakhapatnam,2017,736,2063,1641,4440
Agra,2017,2931,3504,1085,7520
Jodhpur,2018,693,1813,594,3100
Chandigarh,2019,2145,3574,1397,7116
Jodhpur,2017,722,1396,1757,3875
Kota,2018,882,1793,1128,3803
Pune,2019,1002,2919,1121,5042
Nagpur,2017,2269,4485,1930,8684
Bhopal,2019,567,822,1685,3074
Kota,2017,739,3620,348,4707
Pune,2018,1608,3200,917,5725
Hyderabad,2019,1774,4713,456,6943
Indore,2018,1027,2231,1775,5033
Howrah,2018,811,1082,1115,3008
Meerut,2019,1614,3752,869,6235
Bangalore,2019,2292,4430,1386,8108
Allahabad,2018,2343,1152,1045,4540
Bangalore,2017,855,3121,1017,4993
Vasai,2018,1569,3417,1721,6707
Vadodara,2017,1507,4758,792,7057
Chandigarh,2019,1747,3265,506,5518
Raipur,2018,997,4771,560,6328
Chennai,2019,1491,4166,1553,7210
Jodhpur,2017,2104,2146,1114,5364
Raipur,2019,1547,4706,380,6633
Aurangabad,2019,717,1547,607,2871
Meerut,2019,1032,1722,1630,4384
Delhi,2018,1241,3069,1929,6239
Navi Mumbai,2019,2315,1442,347,4104
Bangalore,2018,536,1110,1060,2706
Patna,2017,1592,4053,865,6510
Srinagar,2018,2243,4127,720,7090
Kanpur,2019,2610,4244,1153,8007
Jodhpur,2018,1271,3133,1904,6308
Kanpur,2018,1288,2952,1802,6042
Ghaziabad,2017,2023,3261,581,5865
Guwahati,2018,2974,4276,888,8138
Patna,2017,2513,3155,643,6311
Howrah,2019,1862,1353,1611,4826
Jabalpur,2018,1780,1520,333,3633
Kolkata,2017,2542,2353,1021,5916
Kanpur,2019,1812,4694,1332,7838
Bhopal,2019,1876,4258,1993,8127
Navi Mumbai,2019,769,4439,1441,6649
Jabalpur,2017,986,1941,820,3747
Vadodara,2018,2311,1036,1957,5304
Vijayawada,2017,1782,2018,1434,5234
Ranchi,2019,2916,1022,467,4405
Srinagar,2017,503,3674,392,4569
Kolkata,2018,2279,2813,1472,6564
Nagpur,2019,686,2453,1959,5098
Ahmedabad,2018,1710,4550,689,6949
Dhanbad,2019,2266,1212,713,4191
Visakhapatnam,2019,1559,1410,1868,4837
Kanpur,2019,1970,4280,482,6732
Thane,2017,2541,4670,1232,8443
Solapur,2019,1744,1134,1903,4781
Aurangabad,2019,2057,4612,357,7026
Jaipur,2017,1127,3264,536,4927
Delhi,2017,2569,2276,853,5698
Chandigarh,2018,1067,4073,871,6011
Delhi,2017,1444,4166,835,6445
Ghaziabad,2019,671,4096,762,5529
Nagpur,2019,2244,1639,1358,5241
Meerut,2018,899,1262,1717,3878
Delhi,2019,2689,3275,1774,7738
Hubli,2017,1427,4657,1961,8045
Raipur,2019,608,1737,1534,3879
Dhanbad,2018,2246,4551,1149,7946
Jabalpur,2018,1827,3944,1986,7757
Chennai,2019,2706,1683,1138,5527
Jodhpur,2018,926,1030,431,2387
Nagpur,2019,1327,4211,1874,7412
Madurai,2017,1045,4845,1638,7528
Patna,2019,1231,3998,1955,7184
Raipur,2017,2864,3637,399,6900
Meerut,2018,1525,3564,1843,6932
Srinagar,2018,1110,1776,1372,4258
Aurangabad,2019,940,3759,1359,6058
Jabalpur,2017,1316,838,678,2832
Aurangabad,2018,967,3456,1542,5965
Ranchi,2019,1304,1216,1880,4400
Nashik,2018,2369,4703,513,7585
Amritsar,2019,1440,1273,1985,4698
Vijayawada,2018,1457,1556,1183,4196
Pune,2019,993,3301,1738,6032
Jabalpur,2018,1106,4581,1126,6813
Kanpur,2019,2098,1243,1055,4396
Solapur,2018,586,2265,1746,4597
Amritsar,2018,1764,1913,1310,4987
Kota,2017,2121,1727,427,4275
Mumbai,2019,2359,2818,1027,6204
Ahmedabad,2019,2966,2823,419,6208
Patna,2018,2065,4326,477,6868
Kolkata,2018,1237,2244,1335,4816
Srinagar,2017,1521,2108,1861,5490
Rajkot,2018,1870,4749,1438,8057
Jodhpur,2019,2732,1742,319,4793
Ranchi,2019,2887,3981,1953,8821
Patna,2019,1912,2557,868,5337
Vadodara,2017,2522,2858,1871,7251
Nagpur,2019,1615,1035,1989,4639
Madurai,2018,2010,2323,1562,5895
Gwalior,2017,2038,1036,698,3772
Srinagar,2017,2168,1640,678,4486
Ghaziabad,2019,2162,4562,1622,8346
Solapur,2018,592,1629,1925,4146
Vijayawada,2019,731,4979,687,6397
Patna,2019,2914,2446,868,6228
Gwalior,2018,1629,4655,1901,8185
Pune,2017,876,1308,387,2571
Solapur,2019,2378,4931,485,7794
Varanasi,2018,2373,4473,1288,8134
Hyderabad,2019,1579,2468,1598,5645
Mumbai,2018,2708,3137,1832,7677
Kota,2017,1259,1444,1222,3925
Vadodara,2018,995,2168,1218,4381
Chandigarh,2018,2754,2138,1581,6473
Vadodara,2018,1148,4628,1854,7630
Patna,2018,1317,1429,1676,4422
Gwalior,2017,2101,3989,794,6884
Kolkata,2018,715,4686,644,6045
Agra,2017,1458,3139,826,5423
Chennai,2018,2741,1403,807,4951
Jabalpur,2018,1351,4688,1109,7148
Kolkata,2019,1178,3807,1418,6403
Vadodara,2017,2399,804,686,3889
Chandigarh,2017,2130,2697,1255,6082
Kalyan,2018,2210,850,1484,4544
Bhopal,2018,2886,3630,1346,7862
Navi Mumbai,2019,2848,1618,660,5126
Guwahati,2017,1252,3001,1946,6199
Bangalore,2017,1601,3830,928,6359
Coimbatore,2018,1891,1587,907,4385
Kolkata,2019,1759,2055,573,4387
Faridabad,2019,1821,1573,1068,4462
Solapur,2017,2829,2249,675,5753
Navi Mumbai,2017,2931,3562,639,7132
Hubli,2019,1788,4568,1177,7533
Vasai,2018,1641,2488,1839,5968
Hyderabad,2018,2297,1361,1036,4694
Solapur,2018,1600,1410,563,3573
Mumbai,2019,833,3789,562,5184
Solapur,2019,725,1357,856,2938
Guwahati,2019,1285,4293,765,6343
Varanasi,2018,1406,1522,1867,4795
Delhi,2018,2050,4415,1266,7731
Navi Mumbai,2019,2950,4485,307,7742
Pune,2019,1567,2090,1844,5501
Navi Mumbai,2018,2467,1635,1627,5729
Vasai,2019,2908,1499,1802,6209
Jabalpur,2017,1946,2822,1815,6583
Chandigarh,2017,1921,3843,1679,7443
Ludhiana,2018,719,3290,1944,5953
Jabalpur,2018,2593,2670,1959,7222
Mumbai,2017,1231,2646,1223,5100
Guwahati,2019,1630,1864,1247,4741
Indore,2018,1871,2881,355,5107
Ranchi,2019,1516,4151,532,6199
Kalyan,2017,2708,3191,1926,7825
Vasai,2019,2190,4150,1446,7786
Faridabad,2018,2143,1676,1632,5451
Chennai,2019,1142,1643,984,3769
Nashik,2018,2017,1594,391,4002
Ranchi,2019,1753,1279,1133,4165
Hubli,2018,1857,1780,982,4619
Visakhapatnam,2019,735,4794,1076,6605
Jodhpur,2019,658,2831,405,3894
Hyderabad,2018,2980,4839,491,8310
Mumbai,2017,2367,1383,1336,5086
Ghaziabad,2019,1416,4641,461,6518
Amritsar,2018,1676,2507,1682,5865
Vasai,2018,1310,1067,1412,3789
Guwahati,2018,1340,2443,648,4431
Nagpur,2018,1691,1688,1776,5155
Ludhiana,2018,1913,3852,1056,6821
Raipur,2019,1547,3493,379,5419
Pune,2019,2171,2437,1818,6426
Solapur,2017,2820,3051,1956,7827
Varanasi,2019,2267,3376,983,6626
Vijayawada,2017,1853,2256,1090,5199
Thane,2019,2732,927,1013,4672
Ludhiana,2017,2803,3806,1359,7968
Vadodara,2018,2930,2650,382,5962
Amritsar,2019,2543,898,701,4142
Navi Mumbai,2017,1157,1165,1946,4268
Varanasi,2019,2528,2777,1713,7018
Kalyan,2018,2939,2650,1729,7318
Jabalpur,2019,1832,3138,1745,6715
Jaipur,2017,2698,848,357,3903
Ahmedabad,2017,2161,3923,1048,7132
Ahmedabad,2019,865,1114,923,2902
Chandigarh,2017,2829,1633,396,4858
Nagpur,2017,790,1635,1319,3744
Mumbai,2019,2333,2422,1265,6020
Varanasi,2019,1852,3967,646,6465
Nashik,2019,2443,1257,1996,5696
Kanpur,2017,1699,3121,1390,6210
Jodhpur,2018,2988,4423,898,8309
Gwalior,2019,1754,4515,1026,7295
Visakhapatnam,2017,1637,2163,1841,5641
Guwahati,2017,2197,3762,1374,7333
Navi Mumbai,2018,2698,4473,1360,8531
Guwahati,2018,2219,3197,1300,6716
Lucknow,2017,2979,3875,714,7568
Ranchi,2019,1194,3269,402,4865
Varanasi,2019,1527,1273,1731,4531
Meerut,2019,2232,3568,1557,7357
Allahabad,2019,1958,4788,1235,7981
Nagpur,2019,1831,3436,1454,6721
Rajkot,2018,2222,3585,1854,7661
Rajkot,2017,649,1002,429,2080
Jaipur,2017,1760,3407,1942,7109
Ranchi,2019,2708,1804,343,4855
Ghaziabad,2018,1001,2959,404,4364
Navi Mumbai,2017,1921,2676,987,5584
Chandigarh,2018,1194,1769,1977,4940
Vasai,2018,733,3466,1179,5378
Rajkot,2018,601,2496,608,3705
Hubli,2018,889,2658,448,3995
Meerut,2017,2642,3257,1272,7171
Delhi,2019,2415,2458,472,5345
Ahmedabad,2019,1051,2058,429,3538
Ranchi,2019,661,4140,1547,6348
Kalyan,2019,1986,4208,1883,8077
Dhanbad,2017,1275,853,918,3046
Allahabad,2017,2040,3122,1252,6414
Meerut,2019,2528,3349,1358,7235
Jaipur,2019,1241,2866,774,4881
Coimbatore,2017,1520,1664,960,4144
Bhopal,2018,2961,1427,1825,6213
Gwalior,2019,995,4655,498,6148
Guwahati,2018,519,2467,1082,4068
Coimbatore,2018,1857,3519,1947,7323
Kota,2019,2616,2189,1772,6577
Jodhpur,2019,1610,4193,352,6155
Jaipur,2019,654,993,1007,2654
Rajkot,2018,764,3112,1025,4901
Coimbatore,2017,1199,2749,1131,5079
Jaipur,2019,1863,1815,643,4321
Jaipur,2018,831,3858,1943,6632
Indore,2018,1551,4567,1090,7208
Vasai,2018,1504,3855,1930,7289
Jodhpur,2019,620,2021,758,3399
Faridabad,2019,2785,3602,1629,8016
Kolkata,2019,2638,2961,1993,7592
Solapur,2017,1258,4708,329,6295
Navi Mumbai,2018,1502,4716,805,7023
Bhopal,2019,880,1202,1411,3493
Guwahati,2019,2071,1641,1314,5026
Nashik,2018,1933,4739,1952,8624
Hyderabad,2018,1374,1057,1016,3447
Rajkot,2017,1233,1390,1028,3651
Chandigarh,2017,1833,1660,1025,4518
Mumbai,2019,1025,1694,1808,4527
Hyderabad,2018,1380,4443,1322,7145
Chennai,2017,2705,2616,655,5976
Kota,2018,1859,3691,987,6537
Bhopal,2019,2783,1935,1561,6279
Solapur,2019,916,2862,427,4205
Nashik,2019,786,1944,1689,4419
Jabalpur,2017,2619,2955,1835,7409
Madurai,2019,1007,4090,793,5890
Meerut,2019,2989,4149,1532,8670
Faridabad,2019,2367,2088,1456,5911
Delhi,2019,1573,4997,389,6959
Kolkata,2019,2836,3805,1914,8555
Mumbai,2018,1406,2684,1410,5500
Ahmedabad,2019,1535,3004,1709,6248
Srinagar,2019,2221,1553,439,4213
Ludhiana,2018,737,2612,1975,5324
Delhi,2017,1195,4746,822,6763
Solapur,2018,1982,2651,1487,6120
Howrah,2019,2441,4131,1512,8084
Kolkata,2018,2448,3352,968,6768
Ahmedabad,2017,679,3240,1301,5220
Patna,2019,2002,4784,402,7188
Nashik,2019,2432,2568,552,5552
Coimbatore,2017,1810,3957,1155,6922
Jodhpur,2018,620,4332,1450,6402
Indore,2019,746,2378,1977,5101
Bhopal,2017,2295,2813,958,6066
Bhopal,2017,2250,3299,336,5885
Meerut,2019,574,3067,1157,4798
Kalyan,2018,1498,4294,1822,7614
Kolkata,2019,2594,4135,599,7328
Jodhpur,2018,726,2508,1595,4829
Raipur,2018,1834,3648,842,6324
Guwahati,2018,685,4761,1712,7158
Jaipur,2017,2352,2168,613,5133
Chandigarh,2018,2860,2348,506,5714
Ludhiana,2017,1528,1762,965,4255
Visakhapatnam,2017,2537,1888,359,4784
Ghaziabad,2018,1299,1963,1508,4770
Chennai,2018,2534,1011,1718,5263
Faridabad,2019,553,2269,1980,4802
Gwalior,2018,2084,1667,902,4653
Visakhapatnam,2019,1777,2280,905,4962
Madurai,2018,2925,2594,1464,6983
Kanpur,2018,1967,4796,1420,8183
Delhi,2017,655,4303,361,5319
Meerut,2019,2588,2415,920,5923
Varanasi,2018,2616,3925,1373,7914
Raipur,2018,1123,1140,893,3156
Kota,2018,2591,4675,1042,8308
Jabalpur,2017,1678,1642,332,3652
Ahmedabad,2019,595,4850,557,6002
Ranchi,2018,888,2131,1130,4149
Nashik,2017,2483,4544,1187,8214
Gwalior,2018,2530,4810,621,7961
Kanpur,2017,926,1266,1071,3263
Raipur,2018,998,1046,936,2980
Hyderabad,2019,2231,4458,1532,8221
Ranchi,2017,2630,1968,1295,5893
Nagpur,2019,1699,3964,1965,7628
Jaipur,2019,2622,4975,804,8401
Agra,2017,1666,1285,764,3715
Vijayawada,2017,1887,2352,1697,5936
Faridabad,2019,2168,1187,1957,5312
Dhanbad,2018,2225,3294,1070,6589
Kota,2018,1395,2870,821,5086
Amritsar,2018,887,861,516,2264
Amritsar,2017,2527,4171,325,7023
Nagpur,2017,1706,1179,944,3829
Lucknow,2018,728,1334,810,2872
Amritsar,2018,1932,3303,1552,6787
Raipur,2018,1274,3890,1652,6816
Srinagar,2017,2976,4361,1538,8875
Vijayawada,2018,2729,4039,979,7747
Bangalore,2018,2642,3449,1306,7397
Mumbai,2019,1922,4678,1899,8499
Chennai,2017,1905,2698,1532,6135
Vasai,2017,1336,3335,1864,6535
Mumbai,2017,1873,4492,1638,8003
Vijayawada,2018,2005,3203,728,5936
Kanpur,2018,1421,3842,1661,6924
Hubli,2019,2122,3632,392,6146
Srinagar,2017,2513,1959,1601,6073
Faridabad,2017,2526,4722,1964,9212
Dhanbad,2018,713,2296,699,3708
Chennai,2019,701,4994,1423,7118
Hubli,2017,1663,4704,1871,8238
Navi Mumbai,2018,1098,3720,1217,6035
Pune,2017,2204,3740,1911,7855
Ranchi,2017,2579,1360,929,4868
Jaipur,2019,1517,2083,1070,4670
Rajkot,2018,2152,1191,1139,4482
Bhopal,2018,1898,3726,821,6445
Kolkata,2019,592,3805,1896,6293
Kota,2017,1444,1544,313,3301
Kalyan,2017,1101,4489,1518,7108
Agra,2017,1089,4240,559,5888
Coimbatore,2017,1742,1146,792,3680
Madurai,2019,501,2174,711,3386
Kota,2017,1591,2701,481,4773
Aurangabad,2018,1774,3911,1507,7192
Ghaziabad,2019,965,1780,1436,4181
Solapur,2017,636,4984,1780,7400
Chandigarh,2019,1449,4020,1934,7403
Srinagar,2017,2119,2761,908,5788
Bangalore,2017,1422,1485,503,3410
Chennai,2019,636,2950,1336,4922
Howrah,2018,1598,3874,1123,6595
Amritsar,2017,658,3947,1077,5682
Lucknow,2017,735,1660,1940,4335
Gwalior,2019,1907,4229,1911,8047
Kota,2017,1968,1705,1313,4986
Gwalior,2017,2841,2812,1761,7414
Ghaziabad,2017,2712,1036,578,4326
Howrah,2017,980,4354,1954,7288
Varanasi,2018,751,3486,410,4647
Allahabad,2019,2155,1735,1847,5737
Kalyan,2019,1145,4051,787,5983
Coimbatore,2019,2812,1873,420,5105
Vadodara,2017,2315,2784,812,5911
Visakhapatnam,2018,668,2284,334,3286
Vasai,2019,2225,4178,1633,8036
Ranchi,2018,2086,3828,707,6621
Ludhiana,2017,1649,1332,1967,4948
Bangalore,2017,2839,4053,735,7627
Chennai,2018,699,1314,1364,3377
Lucknow,2018,2730,2530,477,5737
Kalyan,2019,1292,4742,1450,7484
Navi Mumbai,2017,1235,2447,637,4319
Chandigarh,2018,2378,4297,1752,8427
Rajkot,2017,730,1270,1756,3756
Jabalpur,2017,2772,3170,1489,7431
Allahabad,2017,1428,1261,1351,4040
Allahabad,2019,1709,1900,984,4593
Ludhiana,2018,838,3087,811,4736
Kolkata,2017,2128,3235,424,5787
Amritsar,2018,2258,1586,1323,5167
Vadodara,2018,1678,2413,1793,5884
Srinagar,2017,968,3470,1377,5815
Amritsar,2018,1062,971,1824,3857
Guwahati,2019,2820,901,1453,5174
Vadodara,2018,2881,3240,1796,7917
Jabalpur,2019,1861,4186,730,6777
Bangalore,2019,1342,3617,978,5937
Ludhiana,2018,792,3857,584,5233
Guwahati,2019,2782,2438,812,6032
Srinagar,2019,1363,2466,1821,5650
Vijayawada,2018,1641,1234,1070,3945
Mumbai,2019,618,1788,1812,4218
Faridabad,2018,551,2743,735,4029
Hyderabad,2018,2140,4271,1457,7868
Jaipur,2017,2715,4876,1651,9242
Jabalpur,2019,1559,3195,1526,6280
Nashik,2018,1674,1832,1471,4977
Amritsar,2019,2087,3809,590,6486
Ghaziabad,2019,985,2356,573,3914
Nashik,2017,770,1868,1545,4183
Kolkata,2018,2258,2224,1685,6167
Varanasi,2018,535,1175,858,2568
Ludhiana,2017,762,834,1174,2770
Guwahati,2017,2111,2390,1945,6446
Aurangabad,2017,2780,1989,1497,6266
Vasai,2019,2732,2510,351,5593
Meerut,2017,2302,4911,1244,8457
Vasai,2019,1795,3375,1929,7099
Allahabad,2018,899,3945,958,5802
Kota,2017,2931,3033,813,6777
Hyderabad,2018,2600,3341,992,6933
Srinagar,2017,959,1401,992,3352
Varanasi,2019,1874,2297,1998,6169
Jabalpur,2019,2434,3337,919,6690
Nashik,2018,2778,4855,837,8470
Meerut,2017,1018,4293,1925,7236
Mumbai,2017,1037,3436,492,4965
Gwalior,2019,999,4981,349,6329
Patna,2017,1367,4279,928,6574
Pune,2017,2377,4204,698,7279
Delhi,2019,1465,1195,1172,3832
Guwahati,2019,1931,4527,372,6830
Vijayawada,2017,877,4507,1094,6478
Bhopal,2017,863,3162,701,4726
Vadodara,2018,2558,1788,1242,5588
Rajkot,2017,2295,4348,844,7487
Solapur,2019,1391,2195,1826,5412
Vasai,2018,502,3226,1526,5254
Nagpur,2017,2816,4762,475,8053
Ranchi,2018,923,1141,1109,3173
Gwalior,2017,1498,3813,676,5987
Kanpur,2019,2873,4868,1036,8777
Bhopal,2019,1185,1635,732,3552
Chandigarh,2017,2363,2044,1731,6138
Mumbai,2018,2734,2786,700,6220
Kalyan,2018,1769,854,941,3564
Nashik,2018,2759,2012,1093,5864
Guwahati,2017,1452,1217,1321,3990
Patna,2019,505,4573,1414,6492
Ranchi,2018,1200,4250,896,6346
Meerut,2018,2427,4402,1340,8169
Madurai,2018,2707,3610,1132,7449
Madurai,2018,1314,3571,326,5211
Nagpur,2019,2962,3235,1684,7881
Dhanbad,2019,1879,2209,1680,5768
Allahabad,2018,2849,3306,1884,8039
Jodhpur,2018,2145,3353,737,6235
Delhi,2018,2823,4402,1135,8360
Allahabad,2018,1623,3410,647,5680
Srinagar,2019,854,1925,1498,4277
Ahmedabad,2019,2359,3357,1623,7339
Jaipur,2018,1983,2896,690,5569
Navi Mumbai,2017,2139,3823,1889,7851
Kota,2017,2449,4465,1006,7920
Meerut,2019,1247,1891,449,3587
Nagpur,2018,2314,2205,1167,5686
Vasai,2018,2919,4245,501,7665
Dhanbad,2017,2664,2905,1802,7371
Aurangabad,2017,2807,901,1886,5594
Kanpur,2017,2166,2695,1271,6132
Faridabad,2018,2866,4853,559,8278
Aurangabad,2017,1563,4005,1031,6599
Allahabad,2017,2931,980,957,4868
Mumbai,2018,1222,3495,1933,6650
Nashik,2017,965,2273,1128,4366
Ghaziabad,2018,2029,2388,548,4965
Madurai,2018,1328,3921,1230,6479
Ghaziabad,2019,1140,2719,787,4646
Navi Mumbai,2017,2218,3397,572,6187
Solapur,2018,1572,1482,673,3727
Aurangabad,2017,1530,2966,693,5189
Chandigarh,2017,1944,1065,529,3538
Meerut,2018,2763,4206,666,7635
Ludhiana,2018,532,4631,1676,6839
Patna,2017,2847,4949,1772,9568
Srinagar,2017,2447,1730,367,4544
Faridabad,2019,2463,1297,920,4680
Vasai,2019,2858,2072,1750,6680
Guwahati,2019,2796,4118,1699,8613
Delhi,2017,770,2431,693,3894
Coimbatore,2018,668,4253,1022,5943
Srinagar,2017,2267,3014,1649,6930
Kota,2019,584,3851,1933,6368
Ludhiana,2018,2559,4780,1885,9224
Srinagar,2018,2589,3659,494,6742
Jodhpur,2018,550,4830,823,6203
Lucknow,2018,2676,2988,866,6530
Ranchi,2019,2352,2180,1899,6431
Nagpur,2017,2067,2108,396,4571
Mumbai,2017,1040,3640,1037,5717
Vasai,2019,1674,1112,1139,3925
Ahmedabad,2019,2922,4526,845,8293
Hubli,2018,2890,1985,1022,5897
Dhanbad,2019,1110,2195,966,4271
Chandigarh,2019,1199,2764,1471,5434
Chandigarh,2018,2770,3379,695,6844
Lucknow,2019,1928,3123,1926,6977
Ahmedabad,2018,1693,3394,1268,6355
Mumbai,2018,808,4326,1821,6955
Ghaziabad,2018,703,1608,1854,4165
Faridabad,2018,1567,2691,1252,5510
Srinagar,2019,2702,4410,868,7980
Raipur,2018,1591,4621,1898,8110
Srinagar,2017,1366,4676,710,6752
Navi Mumbai,2018,1590,2553,1470,5613
Patna,2019,1006,2225,871,4102
Guwahati,2018,2181,3379,532,6092
Raipur,2019,779,2211,914,3904
Bhopal,2018,1417,2957,1622,5996
Allahabad,2019,804,4504,1364,6672
Hubli,2018,1875,2619,1483,5977
Solapur,2017,579,4428,361,5368
Aurangabad,2019,734,1367,840,2941
Faridabad,2017,1823,3063,721,5607
Vadodara,2019,2173,1360,1914,5447
Srinagar,2018,1461,3855,1124,6440
Mumbai,2017,1666,3043,1466,6175
Hyderabad,2018,1900,2796,847,5543
Hyderabad,2019,553,3795,1138,5486
Madurai,2018,2507,2479,1032,6018
Ludhiana,2018,1287,3199,1616,6102
Mumbai,2017,2142,3941,1416,7499
Ghaziabad,2018,753,1265,926,2944
Vasai,2017,871,1210,1987,4068
Raipur,2018,1155,1968,1961,5084
Aurangabad,2017,2229,879,1570,4678
Vadodara,2018,2569,1755,1725,6049
Varanasi,2017,859,2688,1652,5199
Vijayawada,2019,2318,2301,751,5370
Indore,2018,2008,2775,1138,5921
Vasai,2019,2509,3395,1801,7705
Meerut,2018,873,2338,1364,4575
Patna,2017,1639,3383,363,5385
Dhanbad,2019,2707,1779,1924,6410
Kolkata,2017,2802,4539,1355,8696
Ludhiana,2017,2118,806,1737,4661
Dhanbad,2019,951,3728,1593,6272
Nagpur,2017,1622,1392,1809,4823
Kalyan,2018,1924,4324,467,6715
Indore,2019,2212,2378,435,5025
Guwahati,2017,2446,3843,975,7264
Patna,2017,569,2233,825,3627
Vijayawada,2019,2640,1724,1608,5972
Ahmedabad,2017,2629,4098,760,7487
Kota,2017,2904,4122,1782,8808
Bhopal,2018,1238,3035,913,5186
Kolkata,2017,671,916,1407,2994
Raipur,2019,2217,2587,1384,6188
Navi Mumbai,2018,842,1392,1120,3354
Hubli,2017,1165,1331,616,3112
Madurai,2017,2046,878,1284,4208
Solapur,2019,639,4122,1666,6427
Aurangabad,2019,1302,2779,390,4471
Howrah,2017,1039,2300,1255,4594
Raipur,2018,2797,3219,1341,7357
Dhanbad,2018,781,4900,1214,6895
Howrah,2019,2794,2365,1039,6198
Vasai,2017,1198,3727,1532,6457
Visakhapatnam,2018,2124,3706,562,6392
Ghaziabad,2017,2336,3882,417,6635
Ranchi,2018,2041,3724,1479,7244
Solapur,2017,2191,3278,1107,6576
Patna,2019,1184,2007,491,3682
Nashik,2019,2013,2213,1340,5566
Ranchi,2017,1024,1076,519,2619
Nagpur,2017,1174,3755,669,5598
Howrah,2019,1169,4028,568,5765
Solapur,2017,687,4200,1222,6109
Kolkata,2018,940,3389,1179,5508
Navi Mumbai,2018,1761,4439,682,6882
Rajkot,2017,2347,3716,1920,7983
Agra,2018,2897,3969,1749,8615
Patna,2018,646,4810,977,6433
Visakhapatnam,2017,1952,4493,957,7402
Ludhiana,2017,2557,4217,324,7098
Jodhpur,2019,1987,3531,664,6182
Kalyan,2018,1747,1848,1262,4857
Patna,2018,2258,4307,1805,8370
Rajkot,2019,2762,2707,1203,6672
Raipur,2019,709,2604,797,4110
Thane,2017,810,3701,1365,5876
Patna,2019,1928,2070,336,4334
Solapur,2017,654,1788,1316,3758
Indore,2018,2729,801,392,3922
Guwahati,2017,1177,3910,403,5490
Madurai,2019,2651,1652,1098,5401
Ranchi,2017,2745,2845,1496,7086
Madurai,2019,2465,1128,1734,5327
Agra,2018,1587,892,1829,4308
Bhopal,2018,2074,1823,1261,5158
Amritsar,2019,1206,2390,802,4398
Delhi,2018,1174,1526,976,3676
Kanpur,2017,1000,2232,1524,4756
Vijayawada,2017,2780,3626,1797,8203
Vasai,2018,2712,4592,1904,9208
Patna,2018,2015,1511,1333,4859
Bangalore,2019,2178,3983,448,6609
Visakhapatnam,2017,1256,2681,1530,5467
Thane,2017,2620,1677,1972,6269
Bhopal,2019,2064,2797,1257,6118
Raipur,2017,516,1852,1982,4350
Srinagar,2019,2249,3027,803,6079
Indore,2019,2606,1413,830,4849
Vasai,2017,2838,4308,1675,8821
Chennai,2017,550,1115,1408,3073
Patna,2018,1740,3784,360,5884
Kalyan,2017,1319,4937,948,7204
Dhanbad,2018,1288,4528,1748,7564
Vijayawada,2018,2501,4246,601,7348
Kalyan,2017,848,3397,471,4716
Guwahati,2017,2518,2484,1138,6140
Madurai,2018,831,906,1640,3377
Jodhpur,2017,882,4097,1781,6760
Coimbatore,2018,1409,4194,1073,6676
Agra,2017,1796,2045,875,4716
Ludhiana,2017,942,3423,918,5283
Vasai,2017,2865,4746,1520,9131
Jabalpur,2019,615,4177,1554,6346
Ghaziabad,2019,2378,800,890,4068
Jaipur,2018,793,1933,522,3248
Meerut,2018,2945,1177,708,4830
Varanasi,2018,2217,1741,775,4733
Bangalore,2017,1556,1133,1587,4276
Chandigarh,2018,2612,886,1935,5433
Varanasi,2017,1652,3067,1427,6146
Chennai,2018,1868,3347,710,5925
Vijayawada,2018,2290,1461,1423,5174
Jabalpur,2017,2998,4367,1780,9145
Agra,2017,1030,2365,1080,4475
Kolkata,2017,2028,4024,636,6688
Varanasi,2018,2264,3242,406,5912
Kalyan,2018,1380,2119,1664,5163
Kanpur,2019,1701,1836,641,4178
Indore,2019,713,3538,628,4879
Faridabad,2017,2010,932,1316,4258
Vijayawada,2019,715,2369,1969,5053
Dhanbad,2019,1333,4091,1595,7019
Navi Mumbai,2018,1955,1912,1176,5043
Indore,2019,2820,3374,581,6775
Madurai,2017,2643,3863,1734,8240
Solapur,2018,1509,4071,625,6205
Nashik,2018,2088,3782,640,6510
Indore,2018,898,2247,819,3964
Vijayawada,2019,1023,4405,1327,6755
Varanasi,2017,1752,1713,513,3978
